vin,model,mfg_year,fuel_type,base_kmpl
2PQXD4,Mercedes Sprinter,2018,CNG,8.96
WEJKIN8N,Isuzu NPR,2002,Diesel,14.2
9DJKUHDU,Nikola Tre,2019,Hybrid,14.81
NIBDRNC5,Blue Bird All American,2007,Diesel,Infinity
2JADRXTV,Kenworth T680,2008,Petrol,10.97
OOOOOOOO,International LT,2001,LNG,8.11
KJALW563,Kenworth T680,2026,Hybrid,11.36
SCHA50G7,Chevrolet Silverado 4500HD,2000,Hybrid,18.08
N7SQB15O,Kenworth T680,2003,Hybrid,16.38
1EJ65QQD,IC Bus CE Series,2018,Electric,3.61
716DNGXK,Chevrolet Silverado 4500HD,2016,Electric,4.8
POM373CJ,Chevrolet Silverado 4500HD,2023,CNG,15.52
EXO2A8BS,Isuzu NPR,2020,Hybrid,15.96
   ,	, ,  , 
U3S2ZPR3,Nikola Tre,2007,Diesel,13.41
YQZS5DUP,Hyundai XCIENT,2024,Petrol,14.82
122KIJ5B,Hino 268,2018,CNG,8.69
DUY68TD7,Mercedes Sprinter,2024,Electric,3.86
CKTF6LN8,Nikola Tre,2017,Electric,3.21
F9CFWAWQ,Hyundai XCIENT,2014,Petrol,16.89
  9JWAPODO  , Mercedes Sprinter , 2016 , Petrol , 13.21 
EJ0VSIAQ,Mercedes Sprinter,2025,CNG,8.6
  JZCJTFDW  , Chevrolet Silverado 4500HD , 2008 , Petrol , 9.13 
1'; DROP TABLE vehicle_registry;--,Arrival Van,2001,CNG,14.26
XRU949P9,Mercedes Sprinter,2023,LNG,9.37
BFD2H88Q,Volvo VNL,2021,Electric,4.88
5SXQKQBK,Tesla Semi,2010,LNG,10.44
9CV506NK,BYD 8TT,2024,LNG,12.51
BV94WM3B,Ford F-750,2011,LNG,7.4
MMG5OPK0,Thomas Saf-T-Liner,2000,Electric,4.92
3XIK6NRA,Tesla Semi,2016,Electric,4.57
UY0UNCBZ,Isuzu NPR,2001,Gasoline,21.79
E1ZHWY9H,Mack Anthem,2002,Electric,4.08
WY61FIVO,Volvo VNL,2005,CNG,10.9
RAYGUBEO,IC Bus CE Series,2007,LNG,9.15
C5UTMMNM,Ram ProMaster,2003,Diesel,9.26
0HZVVYXL,International LT,2030,Diesel,6.95
D2SW24WJ,Tesla Semi,2005,LNG,13.64
4G96HWD5,Western Star 5700XE,2006,Electric,"18,19"
1Y7SR3JF,Arrival Van,2013,CNG,12.48
UV5IPBXM,Blue Bird All American,2002,Petrol,10.39
AUXGILUM,Mercedes Sprinter,2022,Diesel,11.24
6R2ZKH09,Kenworth T680,2015,LNG,9.55
CVOHAJ3Y,BYD 8TT,2015,Petrol,12.25
9L8I5WUR,Volvo VNL,2022,Electric,29.48
N/A,Rivian EDV,2025,Hybrid,14.49
LE1QXRJB,Hino 268,2000,Petrol,8.67
87QOKIZL,Ford Transit,2021,Electric,3.81
HM28N4O7,Volvo VNL,2011,CNG,12.89
3D23FCZI,Ram ProMaster,2016,CNG,15.61
LWLYRR5L,Chevrolet Silverado 4500HD,2000,Diesel,11.54
FN4ZTNER,Volvo VNL,2000,Petrol,12.07
5G1REC7L,Volvo VNL,2001,LNG,"16,46"
M4R8MYYA,Hino 268,2026,Petrol,17.39
7AUNZQBI,Volvo VNL,2010,Diesel,14.16
M96TF5DB,Mack Anthem,2020,Hybrid,21.1
87Q9TZ60LW0R,Nikola Tre,2025,Electric,3.25
SGKIZF0N,Kenworth T680,2000,CNG,9.02
5JZZDZR2,Blue Bird All American,2014,LNG,9.82
T9EGVXBC,Nikola Tre,2000,Hybrid,13.84
X3H8N4YT,Ram ProMaster,2025,Petrol,16.4
ZSAH1S6R,Peterbilt 579,2024,Electric,4.66
ZNXFIRJL,Rivian EDV,2002,CNG,11.67
Q20184IW,Ram ProMaster,2022,Electric,4.36
NB92Q05Z,Thomas Saf-T-Liner,2020,Diesel,8.3
UNION SELECT * FROM users,Hino 268,2002,Diesel,10.12
MTB6T9BY,Peterbilt 579,2011,LNG,12.73
D7XOLXDJ,International LT,2016,Diesel,9.6
MS0XBZ5F,Ford F-750,2025,Diesel,6.92
2A5AMLHE,BYD 8TT,2000,Diesel,5.49
RD1I3GGL,Arrival Van,2021,Petrol,12.51
WTEC2B79,"Freightliner M2, Heavy Duty",2025,Electric,5.47
2i2pm9su,Blue Bird All American,2026,Hybrid,19.59
CFHF34PS,Hino 268,2021,Petrol,6.14
QZFFFEPF,Kenworth T680,2005,Hybrid,13.71
7N0F7OOX,Ford F-750,2000,Petrol,8.52
B92HA6EL,IC Bus CE Series,2017,Petrol,12.87
K7K3XH3U,Mack Anthem,2013,Electric,28.28
50CIIVA9,Volvo VNL,2011,Electric,3.11
CEKA5N3X,BYD 8TT,2099,Electric,4.7
A3VF02GV,Ford F-750,2025,CNG,10.59
  U39GX6PT  , Volvo VNL , 2002 , Diesel , 10.81 
T4P36YV7,Western Star 5700XE,2019,Electric,4.38
YF84TYP3,Rivian EDV,2023,Electric,4.54
amuvgrif,Arrival Van,2007,Diesel,13.54
P1WJ4MT8,Hyundai XCIENT,2016,Hybrid,14.31
N4M7N923,Isuzu NPR,2062,Diesel,5.03
C3XCVMW9,Hino 268,2016,Hybrid,10.1
BPO0BMU2,Chevrolet Silverado 4500HD,2013,Petrol,15.35
1HGB H225,Nikola Tre,2017,Diesel,12.66
S9DNPS86,Hino 268,2002,Diesel,10.08
TWRKKHX4,Mercedes Sprinter,2026,Diesel,12.09
2NGB6C7J,Kenworth T680,2001,Electric,5.06
G6CDDOIK,Tesla Semi,2024,CNG,14.32
P5R344JL,Tesla Semi,2025,Hybrid,-3.96
06mra2w1,BYD 8TT,2005,Diesel,5.19
X9ZQ03DU,Arrival Van,2014,LNG,8.61
XRV5S722,Peterbilt 579,2007,Hybrid,20.08
BW1PY825,Volvo VNL,2008,Electric,2.53
X2CYOS0F,Freightliner M2,2004,Petrol,16.18
Y9XX4K63,Ford F-750,2023,Hybrid,19.91
QGOEW2T5,Rivian EDV,2016,CNG,15.92
ZRWQEAO4,IC Bus CE Series,2025,LNG,13.04
V4E6F0R1,BYD 8TT,2006,Petrol,13.51
OBSPV2BB,Nikola Tré,2004,Hybrid,21.08
GIAV590M,Rivian EDV,2004,CNG,14.58
O3121A2W,Volvo VNL,2013,CNG,13.7
JHDNK22E,Ford F-750,2022,Electric,5.44
IS98DC7N,Thomas Saf-T-Liner,2013,Petrol,9.49
WRXD56FV,Kenworth T680,2017,LNG,10.42
308CR74I,Mercedes Sprinter,2012,LNG,10.23
  3LHB44LR  , International LT , 2019 , Diesel , 12.64 
KLCZ0AOC,Nikola Tre,2021,CNG,5
B4RB042O,International LT,2008,Petrol,13.2
,Kenworth T680,2010,Petrol,14.47
VTB9KOJW,Isuzu NPR,2014,Diesel,6.67
1X2WO8S1,Hyundai XCIENT,2013,Electric,5.48
K2K19ZXJ,Western Star 5700XE,2002,CNG,12.91
TDCL3AH4,Peterbilt 579,2012,Electric,3.7
IH1QMFMC,Hyundai XCIENT,2005,Hybrid,15.28
3H8YVK2H,Arrival Van,2020,LNG,12.54
B6OOMFJK,Freightliner M2,2026,Hybrid,12.89
GJRUBIZI,Volvo VNL,2005,Hybrid,16.92
LAQ665DL,Hyundai XCIENT,2022,Diesel,12.96
Q0H4S41F,International LT,2025,LNG,10.28
0MMRU4NS,Isuzu NPR,2023,CNG,10.31
W232UTVG,Rivian EDV,2009,LNG,9.03
1FJUGTM4,Ford F-750,2019,Hybrid,17.04
5NBSJX4E,Hyundai XCIENT,2026,Petrol,6.33
VO0NW6A3,Tesla Semi,2003,CNG,9.24
  B1YAIDNN  , Kenworth T680 , 2021 , Diesel , 7.85 
1O3TO7CO,Mack Anthem,2017,Petrol,15.86
4UW5JJZI,Chevrolet Silverado 4500HD,2024,Diesel,12.99
E9OE9419,Mercedes Sprinter,2021,Petrol,14.63
P4P8Q1D2,Ford F-750,2001,Diesel,12.39
NC41J6RW,Tesla Semi,2002,LNG,7.92
ZZ,Freightliner M2,2005,Diesel,13.7
I9MCXIQ4,Thomas Saf-T-Liner,2019,LNG,12.21
5U7906NW,BYD 8TT,2003,LNG,8.05
TAF18WXC,Ford F-750,2004,CNG,14.8
ZMAGE3WW,Freightliner M2,2002,Diesel,7.34
PLRJOY0A,IC Bus CE Series,1934,LNG,13.33
00000000,Peterbilt 579,2025,CNG,9.42
06EPODKS,BYD 8TT,2009,Diesel,9.72
TAT05IQ2,Kenworth T680,2014,LNG,9.73
YFA5MKCC,Nikola Tre,2002,Diesel,12.34
8VZ8KKD2,Peterbilt 579,2011,CNG,15.94
6GAF0T9L,International LT,2009,Diesel,14.26
5FHUOL5W,International LT,2007,Diesel,5.94
G8HZMVYD,Ram ProMaster,2003,Electric,4.46
VAY7OKYT,Blue Bird All American,2002,Petrol,14.4
FG4N69CL,Peterbilt 579,2018,Hybrid,11.7
,Blue Bird All American,2005,Hybrid,16.12
EDJ8P1GK,Kenworth T680,2020,Petrol,9.14
A5YOTYR5,Ford Transit,2020,Petrol,12.74
RAXV2DFC,Ford F-750,2010,Hybrid,10.36
779C85AF,Ram ProMaster,2004,Petrol,10.27
91UMR5CH,Thomas Saf-T-Liner,2001,LNG,7.67
I7VLESMS,Mack Anthem,2025,Hybrid,19.65
DE2HE58G,Arrival Van,2007,CNG,8.94
MXZCYWDS,International LT,2020,CNG,11.71
5GKJG2IN,Peterbilt 579,2022,Hybrid,15.5693382139
JZKDKNK2,Hino 268,2020,CNG,15.76
JVF1R3W3,Mack Anthem,2007,Petrol,9.53
WRTWTN5H,Nikola Tre,2012,Electric,27.02
MG87OI0E,Freightliner M2,2018,Diesel,10.05
1PJQ50XC,Hyundai XCIENT,2018,CNG,10.72
Z1V2YLA6,Ford F-750,2017,Petrol,13.8
Q4MYIXXJ,Freightliner M2,2004,Electric,5.38
NLV4MJG3,Ram ProMaster,2023,Electric,3.78
!@#$%,Tesla Semi,2023,Hybrid,20.34
Z14UBB4K,Mercedes Sprinter,2018,CNG,10.92
GFW8E5MF,Hino 268,2021,LNG,12.78
5HV5E5WC,Thomas Saf-T-Liner,2024,LNG,10.27
GKXR4LN2,Mack Anthem,2022,Electric,21.06
3SKXLOJS,Arrival Van,2024,Hybrid,16.57
BBDRVW9F,Peterbilt 579,2024,LNG,13.34
NYJCA,Volvo VNL,2004,Hybrid,16.48
XCEXHG02,Mercedes Sprinter,2020,Hybrid,18.91
8238XKEX,IC Bus CE Series,2005,Petrol,6.58
QZA9GL4B,Mercedes Sprinter,2026,Petrol,11.92
4AJEIMA7,Tesla Semi,2021,Diesel,12.56
7DNVHTOQ,Isuzu NPR,2006,Electric,4.69
7K1T3QQQA0OMWL,Freightliner M2,2013,Hybrid,18.02
DY1TEHPK,Chevrolet Silverado 4500HD,2017,LNG,7.07
J1IU5E1J,International LT,2024,LNG,13.86
5Z66E5CI,Tesla Semi,2009,LNG,12.99
JES0BI1P,Ford F-750,2012,Petrol,9.16
OTN46E3V,Arrival Van,2012,Diesel,11.02
9RETR8S7,International LT,2006,Electric,5.61
GE9B4UNE,Isuzu NPR,2001,Hybrid,20.54
MVEWPIHS,Volvo VNL,2016,CNG,13.18
BD8CD5N9,Western Star 5700XE,2026,Electric,5.08
YB1ORQI6,IC Bus CE Series,2016,Diesel,8.6
K9U1TK6N,BYD 8TT,2014,Petrol,16.87
PWFLQPT4,Arrival Van,2010,Petrol,0
J2JVQYIY,Western Star 5700XE,2016,Petrol,10.05
FKL7NZ4R,Mercedes Sprinter,2013,Petrol,12.49
NRVJ0UJA,Freightliner M2,2019,LNG,10.34
39GLG6AS,Freightliner M2,2026,Hybrid,5146.04
C4N53IBJ,Chevrolet Silverado 4500HD,2016,Petrol,9.84
7WG8V961,Arrival Van,2025,Diesel,12.59
S2HK44OP,Volvo VNL,2009,Diesel,13.6
MMB9EROT,Thomas Saf-T-Liner,2005,Electric,5.88
9IYD7KU5,Arrival Van,2026,Electric,4.77
A9W3VYVX,Tesla Semi,2008,CNG,12.99
XAWELMLF,Isuzu NPR,2024,LNG,11.1
LCEZH82M,BYD 8TT,2025,Petrol,10.74
A4AJPH9F,BYD 8TT,N/A,LNG,7.06
JVC6TITU,International LT,2014,Hybrid,16.22
CQ07BCEG,Peterbilt 579,2017,Diesel,6.37
FD2H08YU,BYD 8TT,2020,CNG,14.23
ZQ0M3H4J,Hino 268,2019,Electric,2.99
DIOU6UGS,Ford Transit,2016,Diesel,7.47
1R8VNRPJ,Arrival Van,2015,CNG,15.79
EF828XG8,Rivian EDV,2019,Petrol,15.44
5CX3VCL7,International LT,2023,Petrol,"13,9"
FBUJ6VUI,Blue Bird All American,2023,Diesel,567.33
PXUGYT0E,Peterbilt 579,2001,Electric,2.89
GT1B76MK,Mack Anthem,2020,Hybrid,10.11
1AWPH0DT,Freightliner M2,N/A,Petrol,15.5
J6XOJT45,Ford Transit,2003,Diesel,6.08
Z0CEC9LS,Western Star 5700XE,NULL,Diesel,6.06
GKDBSXJ0,Peterbilt 579,2018,Disel,19.93
2I5P7VWK,Mack Anthem,2003,Hybrid,16.69
QE3QY6X5,Thomas Saf-T-Liner,2024,Hybrid,17.25
LHQ8CRN9,Tesla Semi,2016,Diesel,9.96
49GGGCES,Arrival Van,2014,Diesel,14.45
47EHN6XK,Ford Transit,2006,Diesel,11.88
PGSRMWF2,Isuzu NPR,2009,Diesel,11.1
KQXP,Blue Bird All American,2005,Diesel,6.26
JOT5QUHE,International LT,2009,Hybrid,13.86
LKACZ2SU,Ford Transit,2022,Electric,-18.27
OQVCJVV0,Chevrolet Silverado 4500HD,2008,Petrol,17.85
RF8LW7Y8,Freightliner M2,2007,Hybrid,16.75
CS5LABEU,Ford F-750,2007,Diesel,12.98
  HV6UQM9Z  , Isuzu NPR , 2000 , Hybrid , 20.47 
C7CA52KV,Freightliner M2,2024,Petrol,9.39
5M4U5R1O,Thomas Saf-T-Liner,2005,Hybrid,18.01
LIXWJR1J,Mercedes Sprinter,2005,CNG,"13,69"
LS3CDOOF,Hino 268,2008,Electric,5.64
TQP5OPVQ,Hyundai XCIENT,2007,LNG,13.69
609Q1OZE,Arrival Van,2017,Hybrid,13.69
ZPA5CVOJ,"Freightliner M2, Heavy Duty",2025,Petrol,6.19
HFK78W92,Hino 268,N/A,Petrol,15.59
FMKXBCBN,International LT,2008,LNG,8.66
ZO3N6LO8,Isuzu NPR,2019,Diesel,good
05D3NIOW,Mercedes Sprinter,2020,CNG,10.13
S2PMIAY8,Blue Bird All American,2002,LNG,9.24
QS8K71MI,Thomas Saf-T-Liner,1952,Diesel,12.0
DS1D5R6J,Chevrolet Silverado 4500HD,2021,Diesel,6.66
HNUNHLKQ,BYD 8TT,2011,Petrol,15.63
2i9nwr8m,Ram ProMaster,2023,Hybrid,19.86
JP8WZ1OY,Ram ProMaster,2010,Electric,4.36
Q,BYD 8TT,2023,Petrol,17.76
0RDYTQG1,Western Star 5700XE,2001,Diesel,11.87
BVXVR62T,Ford Transit,2020,Electric,3.28
JSRWW4SV,Arrival Van,2012,Petrol,6.3
5E1HQBDY,Ram ProMaster,2026,LNG,7.06
n4gpt868,Isuzu NPR,2003,Petrol,14.77
IOTW2RHH,IC Bus CE Series,2011,hybrid,2.17
CMLE1FGU,Rivian EDV,2013,Petrol,9.28
NB9UHLND,Freightliner M2,2015,Petrol,8.28
QDFKT6E6,Nikola Tre,2009,Petrol,6.44
TOEU8S1C,Mack Anthem,2003,Petrol,11.92
NULL,Nikola Tre,2023,Petrol,8.42
X61IFU6G,Volvo VNL,2022,Electric,2.83
RLWPOECQ,Rivian EDV,2023,Diesel,12.41
9KW51TP0,IC Bus CE Series,2008,LNG,10.15
Q8ZJ7725,Ram ProMaster,2025,Diesel,6.14
AGRD1PPK,Thomas Saf-T-Liner,2005,Petrol,8.12
7UJG1UY3FRLBP5,Mack Anthem,2007,Electric,4.54
GPYR93DZ,Thomas Saf-T-Liner,2014,CNG,10.02
EKFYDE3J,Tesla Semi,2016,CNG,9.99
8OJXUG4Q,BYD 8TT,2003,Electric,3.11
6NDGJ9WO,Blue Bird All American,2017,CNG,15.12
RFI44TD1,Mack Anthem,2015,LNG,9.95
CW1KAZV6,BYD 8TT,2011,Diesel,8.82
OZODIL01,Freightliner M2,2005,Electric,4.55
2HO6D5M6,Volvo VNL,2001,Petrol,16.23
ADKXXF21,Mercedes Sprinter,2018,Electric,4.16
QJZOZAQJ,Hyundai XCIENT,2089,Diesel,9.81
LGK8D98Q,Arrival Van,2020,Petrol,14.06
TQZFB8X6,Hino 268,2017,LNG,9.38
IBHK5FCW,Peterbilt 579,2024,Diesel,7.78
93VP2KBB,Blue Bird All American,2003,1,8.51
2M5X8NQO,Hino 268,2002,Diesel,14.18
7KA6O1RX,Arrival Van,2012,CNG,13.53
VVVVVVVV,Western Star 5700XE,2009,Diesel,9.31
T5IP7AEQ,Ford Transit,2025,CNG,13.05
  OF0YTY93  , Mercedes Sprinter , 2024 , Electric , 5.25 
85MSX9EO,Nikola Tre,2016,Electric,5.47
50TT58VD,Peterbilt 579,2004,Hybrid,16.1
1DCO8BOK,Freightliner M2 – 特别版,2015,CNG,9.41
07Y9T4XY,Tesla Semi,2000,Diesel,13.64
BX9524SM,Western Star 5700XE,2013,Petrol,11.14
0MCEI409,Tesla Semi,1985,Petrol,10.67
44qb9b3z,Hino 268,2001,LNG,11.58
PU780HMQ,International LT,2002,Hybrid,
CK8L9YU0,Tesla Semi,2020,Petrol,14.01
Z85KG8X7,Tesla Semi,2001,Petrol,14.7
A1I3VQUU,Blue Bird All American,2027,Hybrid,19.58
6WNUSDKV,BYD 8TT,2024,Electric,3.85
XJTW5NTT,Ram ProMaster,2010,LNG,10.77
GPE93ZU3,Nikola Tre,2000,Hybrid,12.37
PDKXM7QE,Mack Anthem,twenty-twenty,Hybrid,12.84
U41TQZ1V,Mack Anthem,2018,CNG,10.32
TGGXF2Z1,Mack Anthém,2024,Petrol,14.48
  M9RLZIFY  , Mercedes Sprinter , 2008 , LNG , 8.83 
TP0RGIDD,BYD 8TT,2003,Electric,4.95
MSBQRJPX,Freightliner M2,2021,Diesel,7.21
DIVQNYHD,Volvo VNL,2019,Petrol,9.84
7JTBXWYO,Kenworth T680,2009,LNG,8.0
NM7GFDQO,Freightliner M2,2007,Diesel,6.56
VJ0PTJXF,Mercedes Sprinter,2002,LNG,13.61
411ECJTL,Peterbilt 579,2002,Petrol,12.23
3VJCDKRK,Rivian EDV,2016,Electric,4.11
8YOKWCIM,Peterbilt 579,2004,Electric,18.1099226631
38JTR7JI,Ram ProMaster,2014,Petrol,7.15
4BM0PWGD,Rivian EDV,2018,LNG,7.56
W6B27VMD,BYD 8TT,2021,Petrol,17.18
9BQ1BTR2,Peterbilt 579,2014,Diesel,9.95
HZLJMS6X,NULL,2015,Electric,4.85
A3HZL2UK,Chevrolet Silverado 4500HD,2010,CNG,12.19
FBZ753P6,Nikola Tre,2014,LNG,7.32
AVSL4N1Y,Ram ProMaster,2020,CNG,15.24
3Q7GKTMQ,International LT,2021,Petrol,16.89
4NDPSL73,Blue Bird All American,2019,CNG,10.57
46KOQNNV,Peterbilt 579,2026,Electric,3.12
XFX3AT25,Mack Anthem,2007,LNG,13.33
EWV000PN,Hino 268,2018,LNG,8.57
FTQGQQH7,Volvo VNL,2009,Diesel,6.41
8KRCAQBK,Ford F-750,2003,Petrol,8123.32
8ZI58QMN,Mack Anthém,2001,Hybrid,19.43
7W2K7FMX,Hyundai XCIENT,2010,Diesel,7.73
0JBZUTRU,Tesla Semi,2011,Petrol,9.88
OFJ641OK,Chevrolet Silverado 4500HD,2002,Electric,4.57
46ZP81S4,Arrival Van,2025,Diesel,13.74
NOMIOZ5D,Hyundai XCIENT,2019,CNG,11.42
00000000,Western Star 5700XE,2007,Diesel,13.61
JS12QFAW,Chevrolet Silverado 4500HD,2023,Diesel,14.11
YPUA2SJ9,Mack Anthem,2009,CNG,8.86
H3LQ1BGU,Ford Transit,1991,CNG,15.99
8CW1KPK6,Kenworth T680,2021,Petrol,13.23
BB15BPQ6,Volvo VNL,2026,Hybrid,11.04
7WA9JZXA,Freightliner M2,2013,Diesel,10.17
VSXDX5I3,Nikola Tre,2007,Hybrid,10.87
BSMJ0ESP,BYD 8TT,2025,Hybrid,17.93
<script>alert(1)</script>,Rivian EDV,2002,LNG,12.02
DAIDECTK,Mack Anthem,2019,LNG,7.05
2F0BJIEW,Kenworth T680,2009,Diesel,14.93
GBIT6RBE,BYD 8TT,2011,CNG,12.84
COJ295P1,Kenworth T680,2023,Hybrid,10.69
MNF0O396,BYD 8TT,2007,Hybrid,21.61
QVD0VS0DWAKHX065X3,Kenworth T680,2009,Diesel,9.92
IF416C6H,Blue Bird All American,2023,Petrol,11.88
S9W24XVO,Mack Anthem,2011,Electric,4.76
DTINXPO4,Volvo VNL,2017,Diesel,13.0
ETNP4AGT,Ford Transit,2000,LNG,9.24
9SLXSOL5,Tesla Semi,2016,Diesel,7.34
AB236NSC,Nikola Tre,2014,Petrol,17.51
SY2OPTFG,Tesla Semi,2012,Petrol,17.65
JTLP9YVX,BYD 8TT,2010,Hybrid,14.54
UXY9OR1A,Ram ProMaster,2013,Hybrid,12.74
  9U2XBTP6  , BYD 8TT , 2006 , Diesel , 11.94 
6AJ35S0W,Volvo VNL,2025,CNG,12.64
4WA0KNJS,Blue Bird All American,2009,Petrol,13.3
UIW7J35V,Ford F-750,2011,Hybrid,17.49
28Y1L0LA,Tesla Semi,2014,LNG,8.6
JKWQFERC,Tesla Semi,2018,lng,12.62
IQ6VPXW1,Blue Bird All American,2000,CNG,13.42
OLPT8V3K,Freightliner M2,2020,Electric,3.4
5V7WYH1X,Freightliner M2,2023,Electric,3.79
GVL3ARQ8,Western Star 5700XE,2023,Electric,11.14
AVA6FBF4,Mack Anthem,2006,LNG,9.07
6YW69OVL,Hyundai XCIENT,2098,Hybrid,14.89
9XPSEIMV,Isuzu NPR,2018,Diesel,7.2
ZRI520JM,Isuzu NPR,2016,LNG,11.02
480GP5TV,Freightliner M2,2021,Diesel,13.82
UGF5VNXG,Blue Bird All American,2008,Diesel,5.69
WW9LZHVE,Rivian EDV,2005,Petrol,17.9
Z305T2L4,Rivian EDV,2024,CNG,10.37
XG8DKY41,Kenworth T680,2024,Diesel,7.71
HBABOI0S,Mack Anthem,2018,LNG,13.75
8DH2J95Z,Hino 268,2014,CNG,15.48
SP4V7NM7,Western Star 5700XE,2020,Electric,3.51
HU63RXWM,Kenworth T680,2001,Diesel,11.09
LP0G8GC2,Peterbilt 579,2021,Hybrid,19.16
92VN8R0Y,Nikola Tre,2019,Petrol,16.16
  JAT0I9VC  , Arrival Van , 2002 , LNG , 11.37 
WTDC8AZ5,Volvo VNL,2025,Diesel,0
ZJV9ZLMC,Model XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,2021,Hybrid,16.66
4507XT2C,IC Bus CE Series,2020,Electric,4.55
DEEEFAVE,Nikola Tre,2013,Electric,3.71
ZQQ5EB9I,Kenworth T680,2020,CNG,13.43
MQW20X3R,Ford F-750,2018,Diesel,11.14
null,Thomas Saf-T-Liner,2007,CNG,15.15
RA1BJ6OL,Thomas Saf-T-Liner,2024,LNG,13.11
3WNUP19W,Tesla Semi,2019,Hybrid,20.54
92PTG832,Peterbilt 579,2007,Hybrid,12.39
YJJ5POBD,Ford F-750,2019,Hybrid,18.75
JFTKU4M6,Mack Anthem,2019,Electric,2.59
CNVNT2QF,Mercedes Sprinter,2005,Hybrid,20.12
UKLY0OUD,Peterbilt 579,2026,Electric,2.78
6LLCEZWJ,Tesla Semi,2021,LNG,11.51
EYJDCOH5,Hyundai XCIENT,2024,Hybrid,18.28
AXWE7EXC,IC Bus CE Series,2020,Petrol,7.25
Y6QXDSGV,Rivian EDV,2017,CNG,9.08
JU1BP9JS,Rivian EDV,2007,Hybrid,14.22
4VBMPKIJ,BYD 8TT,2019,CNG,13.95
DO2JIC5L,Freightliner M2,2013,Petrol,13.75
ZXN4GYVY,Nikola Tre,2004,Petrol,17.54
JK38O5ZJ,Ram ProMaster,2021,Hybrid,10.61
FNTTUYSH,Volvo VNL,2014,CNG,10.02
8P6Z4K23,Arrival Van,2014,Diesel,14.22
TJ2GWD8U,Volvo VNL,2006,Hybrid,19.07
LM2LW7ZR,Tesla Semi,2022,Diesel,9.57
F6DQ4LZ3,Western Star 5700XE,2001,LNG,10.79
G4C0G85W,5847,2015,Hybrid,18.96
SUGA7PGD,Ford Transit,2025,LNG,9.56
72CBC1NG,Peterbilt 579,2004,Electric,5.5
NT1UZYMP,Ford Transit,2025,Electric,5.45
HIP8HM6L,Mercedes Sprinter,2011,Hybrid,20.09
T4J7XN0F,Hyundai XCIENT,2022,Diesel,13.26
3I6KDPR2,Nikola Tre,2004,LNG,11.87
40NPSMHV,Freightliner M2,2008,LNG,10.85
64W0HY3F,International LT,2002,Hybrid,17.65
RN5HOGHT,Kenworth T680,2024,CNG,14.91
IPUV58OH,Volvo VNL,2026,Petrol,12.77
PKE6EF92,Ford F-750,2024,Diesel,5.69
AKP7F0M3,Mack Anthem,2022,LNG,9.38
DF3JPHNB,BYD 8TT,2019,CNG,8.32
ABXT27V2,     ,2006,Hybrid,12.59
8B9QCL3O,Chevrolet Silverado 4500HD,2018,Electric,4.18
S4R9U06K,     ,2025,Hybrid,18.42
37DYKVEA,Ram ProMaster,2019,Electric,2.64
CUXC2HUX,Freightliner M2,2019,Hybrid,16.26
F0GN99NV,Tesla Semi,2006,Hybrid,-16.16
RV8G4DYU,Nikola Tre,2001,Electric,4.45
R5HC2SRB,Chevrolet Silverado 4500HD,2016,CNG,12.27
1XNPWCSQ,Peterbilt 579,2023,Diesel,8.84
3NHKQHDL,Ram ProMaster,2009,LNG,9.57
LAKN16MU,Arrival Van,2002,Hybrid,16.66
LROB938T,Rivian EDV,2000,Diesel,9.82
SD23BC2U,Ford F-750,2002,Hybrid,14.81
PCCJY0KI,Isuzu NPR,2026,Diesel,0
XU43LC6J,BYD 8TT,2012,Electric,2.79
X7A1L1CE,International LT,2009,Hybrid,14.83
60RS6C4X,Ford Transit,2026,LNG,11.12
JN3EBFSR,International LT,,Hybrid,19.51
SHON36J9,Kenworth T680,2000,Petrol,11.27
05HD662H,Peterbilt 579,2014,Petrol,10.92
DANICTV3,Ram ProMaster,2043,Diesel,12.82
iwluln8f,International LT,2005,CNG,8.89
MYM5,Ford Transit,2020,Petrol,14.5
6MFBU8PY,Hyundai XCIENT,2020,CNG,8.85
3O5O30MD,Isuzu NPR,2003,LNG,9.55
VHDKN14Y,IC Bus CE Series,2011,Hybrid,21.27
LZ9M7XBF,Western Star 5700XE,2013.1,Diesel,10.95
A475PQMT,Thomas Saf-T-Liner,2013,Diesel,3
SJ684ZTL,Mack Anthem,2006,Diesel,5.14
KVS9VYH0,Freightliner M2,2000,Diesel,7.81
7CZR7XWQ,International LT,2013,CNG,14.18
O8FC17C3,Isuzu NPR,2020,Electric,3.33
FD9RGPCR,IC Bus CE Series,2022,Diesel,9.75
2UNGRZ1V,Rivian EDV,2020,Diesel,10.72
P1E6K6Z9,International LT,2010,CNG,13.28
XIBY4Z3K,Thomas Saf-T-Liner,2007,Petrol,7.5
IHFPWGQM,Mack Anthem,2006,Petrol,11.97
20VEKPYR,Mack Anthem,2018,CNG,12.88
,Mack Anthem,2008,LNG,7.92
9R304ABI,Ram ProMaster,2024,Hybrid,10.73
Y4I9O5AS,Hyundai XCIENT,2001,Electric,2.55
G41RK4MK,Rivian EDV,2025,Hybrid,14.95
